Label,data,
case_study," Turning Point transforms its IT infrastructure  Turning Point is a 50-year-old, not-for-profit health and social care provider that serves hospitals, prisons, and primary care settings across England and Wales. This healthcare provider found a digital cure for an ailing IT infrastructure with Cisco Collaboration. ",
case_study," Simplifying data center operations and increasing app visibility and security  University of Utah Health chose Cisco ACI for its data center network. With Cisco ACI, University of Utah Health was able to simplify operations and accelerate application deployments through the automation of their data center infrastructure. Additionally, they were able to increase application visibility and security with the combination of Cisco ACI and Cisco Tetration. ",
case_study,"Saving lives with telemedicine  During a crisis situation in Virginia, the University of Virginia (UVA) Telehealth team was able to use Cisco video collaboration solutions to communicate between emergency responders with injured patients at the front line and physicians in the command center at the hospital",
case_study,"Faced with rising application needs and increased network loads VECOZO needed a new IT model. Success meant improving speed to market, cost control, and business continuity.",
case_study,Customer Stories Speedy and Quality Healthcare in Remote Areas of Vietnam Saves Lives,
case_study," Live radiology diagnostics reduce patient anxiety  vRad, a leading radiology practice and teleradiology company, uses Cisco technology to allow remote care team members to coordinate patient diagnoses more effectively. Quicker diagnoses reduces patient anxiety while still allowing hospitals affordable access to experts. ",
case_study,"Covering an area with 300,000 to 400,000 inhabitants, Wellington Free Ambulance provides free, world-class paramedic care to the people of the greater Wellington and Wairarapa regions of New Zealand. With only 150 full-time paramedics providing frontline ambulance services, no patient information can be miscommunicated or risk not being delivered. This is where Meraki steps in, acting as the backbone to the communications infrastructure to make sure that the biggest challenge of getting the right information to the right people is the last worry for the IT team. Previous to discovering Meraki cloud managed products, Bill Viggers, the IT Manager, along with his team, was using a mixture of networking equipment from different vendors. As soon as Bill joined Wellington Free Ambulance, he saw the need for a more secure network, one that could protect and help transfer sensitive information, while offering more robust features to easily manage the network.   The core network was running on old and unreliable equipment, making the team eager to begin exploring new vendors. As Bill familiarized himself with different options, Meraki quickly stood out amongst the crowd with the intuitive management tool as the key differentiator. The team attended a Meraki webinar and received a MR Access Point (AP). Later, they started a product evaluation for APs and found that the devices �worked really nicely� in the native office environment.",
case_study,"The scenic hills of the Zurich highlands in southeast Switzerland are home to Z�rcher H�henklinik, a rehabilitation clinic with locations in Wald and Davos. The facilities provide both out-patient and in-patient services, seeing about 5,000 patients annually with varying lengths of stay. With treatment machines now relying on WiFi and an increased demand for wireless access, the need arose for a more robust network. Director of IT Andreas Nebel deployed cloud-managed Cisco Meraki access points across all locations, which added significant coverage and reduced management overhead.",
case_study,"The Steadman Clinic is a unique organization. It combines the best surgeons in sports medicine and orthopedics in the United States with research in scientists through the Steadman Philippon Research Institute. They needed to:      Upgrade their phone system     Find easy, interactive ways for scientists and surgeons collaborate     Streamline staff communications  ",
case_study,"Sensors embedded in roads, railways, airfields and vehicles will communicate with each other through the 5G network. Ericsson is fully aware that this use case is focused on massive machine type communication and is working to ensure that the 5G network has the necessary high coverage and low power consumption.",
case_study,"5G brings high reliability and low latency required to control critical services and infrastructure. This unlocks new opportunities for public safety, government, city management and utility companies.",
case_study,"5G technology will expand business opportunities through monitoring, tracking and automation capabilities on a large scale - from connected farms and agriculture to smart cities and buildings.",
case_study,Ericsson's 5G network allows for remote control of heavy machinery. This opens the way for new possibilities such as increased efficiency and reduced cost or risk reduction in hazardous environments.,
case_study,"The high performance of 5G networks will make IoT more accessible by humans, to enhance the awareness of the context in which people live. Ericsson 5G system allows for the context awareness that allows you to fill the gap between people and IoT.",
case_study,"The huge leap forward in connectivity that 5G will bring is set to increase profitability, efficiency and safety across a number of markets globally and many would argue, none more-so than in agriculture and farming.",
case_study,"It is now commonplace for most people to own mobile connected leisure wearables such as fitness trackers that actively capture, process and report real-time data that can then be accessed and assessed by the user. However, with the introduction of 5G, similar trackers will be able to make advantage of much faster connection speeds and ultimately transform the standard doctor/patient relationship around the world.  Clinical tracking devices and low-energy, low bit-rate sensors will allow doctors to remotely monitor and analyse patient�s vitals, activity and even potentially tell them whether the user has taken medication without the need to travel to a surgery or hospital location, freeing up vital time and resources to be used elsewhere. These devices are known as IoMT (Internet of Medical Things).  The data captured by IoMT devices will support fully-predicative analytics, greatly reducing the time it will take to detect a health issue and significantly increasing the accuracy of doctor�s diagnoses.",
case_study,"With 5G services, trips to your local doctor�s surgery could become a thing of the past. With the greatly improved data rates that 5G will bring, 3D ultra-HD live video streaming will allow you to connect with your GP in real-time and even access VR (virtual-reality) services simultaneously to help doctors to explain care and patients understand treatment.  These services are invaluable for those patients who are less able to access physical locations because of health issues or the rural location of their home.  Aside from patient care, the same remote streaming consultations could be used for professional training to other healthcare professionals around the world who would otherwise be confined to text-books or basic online learning resources. Using VR, medical students would be able to virtually follow a real-life example of patient care.",
case_study,"It may sound like something out of a science-fiction movie, but automated, assisted and fully-robotic services has already begun in surgeries around the world and will significantly improve with the introduction of 5G. This includes the use of haptic devices such as gloves, that allow a surgeon to wear a glove-like device to remotely move and �feel� the patient they are operating on from a different location.  The use of such robotic devices could be used for extremely long surgeries where a human surgeon could become fatigued or lose concentration over a long period of time. Also, they could be used as an assistant to a human surgeon, guiding and assessing the patient as the surgeon operates.",
case_study,"Potentially one of the oldest and most important techniques for diagnoses comes from scanning a patient�s body for clues and information in to their condition. With 5G, scanning could be achieved at a fraction of the time it currently takes and made available for review more quickly and to more healthcare professionals in near real-time. The services could also feed in to the video and VR capabilities that 5G would bring, allowing for multiple patient assessment and ultimately more accurate diagnosis.",
case_study,Connecting private vehicles and public transport with 5G will completely revolutionize the way that we will travel in our day to day lives.,
case_study,"Having   a  network   capable   of  transferring   our   tactile  communication  through  Internet  will  help  us  to  move  from  today �s content  and information  delivery  Internet  to  a  manual  skill set delivery  Internet .  This  will  create  new  ways  of  Tele - teaching and  T ele - mentoring especially for manual  training and skill development . The use of Tactile Internet in education  can bring new definition and experience for distance learning and distance team - working.  In order to have  a natural haptic interaction of ou r limbs with video and audio feedback the response time of service should  be very low, i.e., the round trip  time o f few m illiseconds which can be only envisaged by 5G.",
case_study,"Whi le the initial use  case  for VR was  the  entertainment industry,  it also has relevance in education and training, and will have a big role in providing quality education and improving  understanding - based learning among students.  By t ailoring these services  to education ,  ( e.g . by , having  virtual t our s of the human body with the possibility of interacting with model s and moving  the  different  layers of  the  body ) ,  the  learning process can be  more fun and  much more interesting. This also  can bring  new experience s for distance learning ,  enabling the vir tual  presence of students (e.g.,  located  in suburban  area ) in the classroom . This type of service need s very high bandwidth (bi - directional) and very low latency (i.e., 2 - 4ms). ",
case_study,"Similar to  the  VR,  AR  has  already  started  to  show  its  relevance  and  usefulness in education. Providing  the  necessary information can make contextualised learning ubiquitous  and pervasive.  AR can be an efficient way of providing  the  right amount of information at  the right time to  the right  audience .  Also, immersive AR can enable new way s of learning and team working in education  through services such as mobile cloud classroom and Virtual Presence .  Enhancing  the  learning experien ce  is not the only possible use  case for AR. It can also help teachers to get necessary information about each  student and be aware of their  particular need s and capabilities. The requirements for implementing such  services ,  including optimised routing, seamless wide - area coverage, virtual p resence, low delay speech &  video coding,  need to be considered .",
case_study,"By  combining  Tactile  Internet  and  VR ,  the  future  experience  in  teaching  and  learning could  go  far  beyond  today �s exp erience . This  can  remove  the  physical  location  constraint  for  experimental  practices , and  facilitate and  enable the  shar ing of  resources between  larger numbers of  students irrespective  of  their  current  location .  The  impact  would  be  more  significant  in  hands - on - experience with expensive equipment and fa cilities.",
case_study,"Individual access to a mobile device holds the promise to connect each learner into  intelligent  personalised  systems  that  can  suggest  learning  pathways,  enable  aggregated  analysis  and  through better data capture of learner  experiences enable much better decision making about all aspects  of a students� education.  Categorising students in different groups and suggesting different multi - media  contents can increase the load on the network. However, i n - network caching technologie s such as  Content  Centric  Networks  (CCN)  and  Inform ation  Centric  Networks  (ICN)  can  be  used  to  improve  efficiency  by  reducing the service response time and bandwidth consumption. ",
case_study,Today�s cloud - based  storage  services have  made  it possible  to access  files irrespective of device of use .  D ue to the centralised architecture of  cloud providers there is  a  notable delay  in access  to  the  content  even  with  a  relatively  fast  internet  connection.  Future  mobile  technology  will  4 enable single d evice content access anywhere by using distributed cloud and mobile edge computing. All  the  user needs is a device to access any of his personal content and stored file s .  Using this feature students  can  resume  their  work  at  a convenient  time  and  place  thro ugh  different  device s with  an  impression  of  immediate response time ,
case_study,"Advances in mobile technology and robotics can open new opportunities  to assist students  with  especial  needs ,  making learning easier  for  them .  Cloud - based  ro bots  can  be  considered as  a  full - time  assistan t for  disabled  students,  helping  them  to  interact  with  the  education  environment and  their  peers . Rather than having  to call a teacher over for help ( which can cost both the  student  and  the  teacher  time  they  c o uld  be  using  more  productively )  the  student s can  take  care  of  the  issue with the help of their robot. ",
case_study,"IoT applications are affecting all aspect of our life, from smart  building to smart healthcare. However, one of the fast growing area of these applications is in education  which can improve our today�s teaching, learning and campus operating experience. IoT applications c an  also help us change the role of teachers in the classroom, reducing the burden of administrative load on  them  and  allowing  them  to  concentrate  more  on  individuals.  B eing  automatically  logged  into  the  classroom  as  soon  as  entering  to  the  class ,  being  dis tracted  by  a  signal  as  soon  as  losing  concentration  during lecture, real - time feedback to a lecturer about areas that students still have problem based on  the  real - time  analyses  of their  notes,  all  are  just  few  examples  of  how  IoT  and  connected  classroom  c an  enhance learning and teaching experience.",
case_study,"In addition to sourcing environmental data, weather stations can automatically adjust the conditions to match the given parameters. Specifically, greenhouse automation systems use a similar principle.  For instance, Farmapp and Growlink are also IoT agriculture products offering such capabilities among others.  GreenIQ is also an interesting product that uses smart agriculture sensors. It is a smart sprinklers controller that allows you to manage your irrigation and lighting systems remotely",
case_study,"Probably the most popular smart agriculture gadgets are weather stations, combining various smart farming sensors. Located across the field, they collect various data from the environment and send it to the cloud. The provided measurements can be used to map the climate conditions, choose the appropriate crops, and take the required measures to improve their capacity (i.e. precision farming).",
case_study," One more type of IoT product in agriculture and another element of precision farming are crop management devices. Just like weather stations, they should be placed in the field to collect data specific to crop farming; from temperature and precipitation to leaf water potential and overall crop health.",
case_study,"Just like crop monitoring, there are IoT agriculture sensors that can be attached to the animals on a farm to monitor their health and log performance. This works similarly to IoT devices for petcare.",
case_study,"GSK�s Bioelectronics unit is developing miniaturised,  implantable connected devices to treat chronic diseases  such as diabetes or arthritis. As these will rely on mobile  networks to communicate back with the physicians for  monitoring purposes and to adjust the treatment, having  a secure, reliable and dedicated �network slice� would be a  major advantage.",
case_study,"The Technology Integrated Health Management project  is developing patient and home monitoring solutions  for patients with dementia, which could benefit from the  increased bandwidth, reliability, security and device-to- device connectivity that can be supported by 5G networks  in the future.",
case_study,"Vodafone is trialling vehicle-to-vehicle communication  as well as geo-messaging solutions for cars along the A9  highway in Germany, between Munich and Ingolstadt, using  an advanced version of long term evolution (LTE), as part of  a testbed with other partners for future 5G services.",
case_study,"Scania is a frontrunner in connected vehicles, having over  200,000 connected vehicles on the road today. Scania has been  trialling platooning for several years and has now started a 5G trial  to look at the benefits of next generation mobile networks for  autonomous driving and platooning",
case_study,"Connected and autonomous vehicle technologies are one  of Jaguar Land Rover�s key priorities, and it is in a suite of  research projects including trialling vehicle-to-vehicle  and vehicle-to-infrastructure applications based on C-V2X connectivity, which is essentially a precursor of  5G technologies.",
case_study,"Roborace is currently developing autonomous electric  cars that will be used in car racing championships  around the world. The solution could benefit from 5G as  it would enhance safe operations, create a more dynamic  environment and enable new applications within the  Roborace experience, such as video broadcasting.",
case_study,Audi would benefit from the introduction of 5G networks to  improve pre-production and production processes as well  as post-production maintenance of fleet and vehicles.,
case_study,"CHAP is developing a SMART Decision Support Unit that  helps inform farmers about the risks from pathogens,  pests and weeds in order to reduce the use of pesticides.  This solution could benefit from next generation mobile  networks as more data could be included in the analysis,  and agricultural machinery could be connected to  autonomously take action",
case_study,"Vodafone is already able to provide drone connectivity  using 4G network capability. Vodafone is also working with  partners on the use of �drones as a service� for future  applications, e.g. automatic drones for precision farming or  protecting critical infrastructure. Controlling the drones over  a 5G network would yield a number of important benefits.",
case_study,5GEM is a collaborative research project which aims  to create a pilot production system for world- class  industrial manufacturing based on wireless and mobile  5G communication.,
case_study,"S based Gecko Health Innovations, acquired by Teva pharmaceuticals in September  2015, has developed their CareTRx� platform for tracking and managing chronic  respiratory diseases.  A sensor device connects to the patient�s inhaler which tracks use  and gives patients reminders of doses.  Sensor information is collated by the CareTRx�  Journal App which tracks and records medications, symptoms, triggers, peak flow  measurements and flare  ups.  The patient can then view statistics and get feedback on  their use of their inhaler and share with medical teams.",
case_study,TIHM (Technology Integrated Health Management) for dementia is a new research study  funded by NHS England and Innovate UK with the key aims of improving the quality of  life for dementia patients and their carers. The study also aims to reduce hospital  admissions and in - patient volumes related to dementia by providing remote care an d  monitoring of patients in their own homes.  ,
case_study,Blackburn with Darwen council first introduced telecare in 2008 but in 2010 examined  telecare delivery models in other areas and set the objective of increasing telecare users  from 60 to 1800.   This programme eventually became branded the �Safe and Well�  programme and has included a contract with Tunstall Healthcare for telecare equipment  and services as well as a number of pilot schemes of new assisted living technologies  such as:,
case_study,The Royal Marsden NHS Foundation Trust has two hospital sites.  These are at Chelsea in  London and Sutton in Surrey.  They also have a Medi cal Daycare Unit at Kingston Hospital  and provide community services in the London Borough of Sutton.  ,
case_study,"aguar  Land Rover (JLR) is developing a wide range of connected car services for the near  to medium term, and is one of the leading firms carrying out development and trials in  the UK. Its emerging services will be launched to UK users at an early stage of  commercialisatio n. They are highly indicative of the type of services which will evolve in  future, and the type of network which will be required to support them. ",
case_study,"Jaguar Land Rover has demonstrated various enablers of future autonomous vehicle and  is a leader in all - terrain driving, which enables non - consumer applications for industrial  or milita ry use as per the picture below . This te chnology is being developed to help  drivers as well as autonomous vehicles. ",
case_study,"The rail operator manages rail infrastructure (track, stations, tunnels and signalling) on a  line where tr ains reach speeds of up to 300 kilometres  per hour (186 mph) . In terms of  wireless connectivity, they see two main advantages and priorities: ",
case_study,"According to DfT ; the in - train Wi - Fi programme will cover data (broadband) and voice  (over  Wi - Fi).  DfT is assuming passengers have (or will have) devices that support Wi - Fi  calling. MNO in - carriage coverage, as op posed to Wi - Fi coverage, is not a requirement as  it does not give universal internet access to all subscribers and passengers, given that not  all operators will have continuous coverage everywhere. ",
case_study,"Thames Water (TW) following signing a contract with Arqiva in March 2015 are deploying  smart water meters to the 3.3m properties  � this is the first UK deployment of smart  water meters and the meters connect by wireless. TW has already found that metered  customers use 11% less water than unmetered customers and smart meters were seen  as the next step in demand and network management bringing benefits of real time  analytics to pinpoint leaks for instance. TW has  more than 20,000 miles of water mains  and the smart meter platform will highlight continual usage which often indicates a leak.   TW research concluded that if nothing was done by 2020 there would be a shortfall of  133m litres of water per day as can be see n in..",
case_study,Isotrak is a UK company supplying fleet mana gement solutions globally.  In the UK Isotrak  partners with Vodafone to provide fleet management services across 99% of the UK. The  system can provide fleet managers with the ability to access real time intelligence on  vehicle locations and route analysis  and vehicle progress.  Geo - fe nces can be set up  allowing delivery recipients to be kept informed when a delivery is close. Perishable  goods can be monitored for temperature as well as rear door openings.,
news,AT&T mocked over 5G phone icon 'update',
news,This is verzons first 5g smartphone,
news,5G: everything you need to know,
news,CTA: US sales of 5G smartphones will generate $1 billion in 2019,
news,We need new thinking to roll out 5G networks: Bharti's Sunil Mittal,
news,Sprint to debut 5G smartphones with Samsung in U.S. in summer,
news,Deutsche Telekom sues German government over 5G auction: Report,
news,Get up to speed with 5G and stay ahead of the game,
news,T-Mobile roasts AT&T for updating phones with a fake 5G logo,
news,Germany’s Federal Network Agency Catches Flak For 5G Rules,
news,Test and Measurement Is a Major Hurdle for 5G,
news,A Look at the Future of 5G,
news,The Anatomy of mmWave Communications Prototype for 5G Testing,
news,Building a Test Bed for New 5G Technology Using NI Software Defined Radio,
news,Design and Optimization of FBAR Filters to Enable 5G,
news,Test and Measurement Is a Major Hurdle for 5G,
news,5G NR Standard and the Anatomy of a New Test Era,
news,5G next generation mobile,
news,UNIVERSITY OF SURREY LEADS MULTI-BILLION POUND RACE TO DELIVER 5G PHONE TECHNOLOGY,
news,We’re Making the Best Network Even Better with 5G Evolution in 400+ Markets by Year End,
news,Bouygues Telecom completes 5G call in Lyon with Qualcomm modem,
news,US senator warns about the use of Huawei gear in Canada’s 5G networks,
news,5G integrated transport solutions and key technologies based on OTN evolution,
news,Study finds 64% of Americans expect 5G will be widely available before 2020,
news,What is URLLC?,
news,Terrestrial and extraterrestrial 5G: How are data center preparing for unlimited connectivity (Reader Forum),
news,Qualcomm invests almost $15 million in Baicells with focus on 5G,
social_media," ""DECENTRALIZED SURVEILLANCE""",
social_media,"Mobile Phone Base Station Tower Settings Adjacent to School Buildings: Impact on Students' Cognitive Health.
",
social_media,"The technology Grinch stole? Christmas, Exposed the Naked Wireless Emperor, and upended privacy",
social_media,"Radiation From Mobile Phones Can Cause Cancer? Insurance Underwriters Refuse Industry Cover, Legal Cases Underway
",
social_media,"5G Dangers, 5th Generation Wireless Technology. Health and Environmental Impacts",
social_media,5G Corporate Grail. Microwave Radiation,
social_media,"The Wifi Alliance, Coming Soon to Your Neighborhood: 5G Wireless",
social_media,"Cell Phone Radiation: Health Impacts, What can we do to Increase Safety",
social_media,Toxic Risks of Electromagnetic Fields: The Health Impacts of Smart Meters,
social_media,"Brain Wave Warping Effect of Mobile Phones, Study Reveals",
social_media,Google wins U.S. approval for new radar-based motion sensor,
social_media,Warning: Your Cell Phone May Be Hazardous to Your Health,
social_media,Your High-Tech Car Is a Magnet for Hacking,
social_media,Technology stock woes cause investors to flee,
social_media,USA City Ordinances To Limit And Control Wireless Facilities Small Cells In Rights Of Ways,
social_media,"Mobile Phone, Base Station, Tower Settings Adjacent to School Buildings: Impact on Students' Cognitive Health.",
social_media,Electromagnetic Radiation Safety: 2018 Year in Review,
social_media,Radiofrequency Radiation Site Safety Information,
social_media,America’s Communications Is Mired in a Toxic Swamp,
social_media,Live updates: Tenant rights demonstration kicks off busy San Rafael council meeting,
social_media,Resistance to 5G: Roadblock to a High Tech Future or Warning of a Serious Health Risk?,
social_media,Order Denying Motion for Stay in WT Dkt No. 17-79 and WC Dkt No. 17-84,
social_media,THE ELECTROMAGNETIC SAFETY ALLIANCE INC,
social_media,FCC Commissioner slams San Jose mayor for not approving 5G cells then slams him for approving them,
social_media,"PowerWatch: 1,670 Scientific Papers on Electromagnetic Fields",
social_media,Planetary electromagnetic pollution: it is time to assess its impact,
social_media,Fox News Covers 60 Minutes  Segment On Kids And Screens: Kids Brains Are Being Damaged,
social_media,Groundbreaking study examines effects of screen time on kids,
social_media,Controversial Chinese 'gait recognition' technology being used to identify people by their WALK,
social_media,H.R.7236 - Radiofrequency Radiation Site Safety Information Act of 2018,
social_media,USA City Ordinances To Limit And Control Wireless Facilities Small Cells In Rights Of Ways,
social_media,AT&T misleads customers by updating phones with fake 5G icon,
social_media,"T-Mobile, Ericsson and Intel Complete World’s First 5G Call on 600 MHz",
social_media,Sprint to debut 5G smartphones with Samsung in U.S. in summer,
social_media,"5G dangers: The destruction of OXYGEN molecules and the stupid, evil, elected representatives who are allowing it to happen",
social_media,D-Link thinks 5G will cut your cords forever,
social_media,Millimeter wave to low-band: The different types of 5G and how they work,
social_media,Cisco SONFlex Helps VodafoneZiggo Ready for 5G with RAN Automation,
social_media,CES 2019: All the announcements in one place,
social_media,Intel targets new Snow Ridge 5G SoC at wireless base stations and network edge,
social_media,"VIAVI CellAdvisor 5G is the ideal field portable solution for validating all aspects of 5G cell site deployment, maintenance, and management.",
social_media,AT&T Barrels Ahead With Its Bullshit Plan to Brand Enhanced 4G as '5G E',
social_media,CES 2019: Intel unveils 10nm PC products for AI and 5G,
social_media,5G and smart cities trends for 2019,
social_media,AT&T and Rush System for Health Ink Agreement to Use 5G in Hospital Setting,
social_media,Cable's 5G Transport Role: Promise Meets Complexity,
social_media,Intel targets 5G base stations with Snow Ridge chips,
social_media,When 5G Hype Becomes Reality,
social_media,AT&T is mendacity to prospects with 5G advertising and marketing,
social_media,Ford selects 5G networks to integrate V2X technology in 2022,
social_media,OnePlus 5G,
social_media,Where does IoT and 5G come together,
social_media,We are on the road to 5G,
social_media,"AT&T decides 4G is now 5G, starts issuing icon-changing software updates",
social_media,What is 5G? Everything you need to know,
social_media,5G’s arrival is transforming tech. Here’s everything you need to know to keep up,
social_media,AT&T gets burned by rivals over its fake 5G network,
social_media,Verizon’s 5G promise: It wont falsely claim 4G phones are really 5G,
social_media,5G open for business,
social_media,The down of the 5G world,
social_media,Verizon says it won’t launch fake 5G icons like AT&T did,
